Video_ID,Title,beautiful,funny,ingenious,ok,fascinating,total_count,persuasive,inspiring,longwinded,informative,jaw-dropping,obnoxious,confusing,courageous,unconvincing,Totalviews,Retention_time_in_days,Video_Length_(sec),Nb_Words_in_Transcript_(without_tags),Words_per_second,Keywords,Is_a_Talk?,url
1376,Robots that fly ... and cooperate,182,96,1143,71,1294,6394,94,910,12,454,2029,13,18,67,11,4257312,2061,1006,2301,2.2872763419499997,AI;drones;robots;technology,Yes,https://www.ted.com/talks/vijay_kumar_robots_that_fly_and_cooperate
31,How architecture can connect us,24,7,42,44,54,559,3,92,61,59,15,18,69,11,60,666949,3854,1240,3542,2.8564516129000004,architecture;cities;culture;design;invention,Yes,https://www.ted.com/talks/thom_mayne_on_architecture_as_connection
1006,Simplifying complexity,72,25,291,109,302,2092,298,238,8,432,50,9,141,22,95,1160567,2536,222,666,3.0,TED Fellows;complexity;design;science;simplicity,Yes,https://www.ted.com/talks/eric_berlow_how_complexity_leads_to_simplicity
2074,How our stories cross over,108,35,8,40,47,589,6,75,32,31,6,4,26,160,11,880269,1143,1045,2573,2.46220095694,TEDx;children;culture;family;history;identity;parenting;society;storytelling,Yes,https://www.ted.com/talks/colin_grant_the_son_of_a_difficult_father
675,Compassion at the dinner table,47,6,3,13,5,213,15,73,15,12,1,12,3,2,6,205833,3279,1118,2320,2.07513416816,charter for compassion;compassion;faith;global issues;life;religion,Yes,https://www.ted.com/talks/james_forbes
32,Art with wire  sugar  chocolate and string,366,511,448,44,403,2447,20,363,21,46,163,9,10,27,16,1157591,3854,891,2311,2.59371492705,Brazil;animation;art;creativity;design;illusion,Yes,https://www.ted.com/talks/vik_muniz_makes_art_with_wire_sugar
818,Sex  drugs and HIV -- let's get rational,27,268,101,53,175,2648,713,205,16,669,94,46,23,246,12,1229385,2757,1154,3148,2.7279029462700004,AIDS;global issues;health;health care;sex,Yes,https://www.ted.com/talks/elizabeth_pisani_sex_drugs_and_hiv_let_s_get_rational_1
1104,Human exoskeletons -- for war and healing,98,11,381,90,294,2125,54,508,15,163,278,44,15,101,73,1372615,2404,383,666,1.73890339426,design;disability;exoskeleton;science;technology,Yes,https://www.ted.com/talks/eythor_bender_demos_human_exoskeletons
2512,How barbershops can keep men healthy,22,7,60,17,54,591,57,164,10,130,3,6,4,53,4,1013442,514,788,1660,2.10659898477,activism;community;health;health care;heart health;medical research;medicine;men;potential;public health;race;trust,Yes,https://www.ted.com/talks/joseph_ravenell_how_barbershops_can_keep_men_healthy
248,How the news distorts our worldview,26,135,102,168,340,3508,570,194,17,1225,365,46,25,201,94,1902441,3449,269,491,1.8252788104099997,Google;business;economics;entertainment;global issues;media;news,Yes,https://www.ted.com/talks/alisa_miller_shares_the_news_about_the_news
35,How we discovered DNA,101,306,106,69,299,1916,29,230,54,361,57,47,34,39,184,1532302,3854,1211,3080,2.54335260116,DNA;culture;genetics;history;invention;science;storytelling;technology,Yes,https://www.ted.com/talks/james_watson_on_how_he_discovered_dna
1441,Information is food,31,111,145,85,188,1205,150,168,20,201,13,8,19,10,56,657308,1993,488,1251,2.5635245901599997,data;philosophy,Yes,https://www.ted.com/talks/jp_rangaswami_information_is_food
2593,What you need to know about CRISPR,37,13,39,61,160,959,92,65,6,428,20,4,10,17,7,1419539,384,593,1597,2.69308600337,CRISPR;DNA;biology;biomechanics;biotech;curiosity;disease;engineering;future;genetics;innovation;molecular biology;nanoscale;nature;potential;science;technology;virus,Yes,https://www.ted.com/talks/ellen_jorgensen_what_you_need_to_know_about_crispr
1804,The polyphonic me,88,141,208,56,299,1224,7,100,10,38,197,19,16,9,36,2075528,1542,670,857,1.27910447761,creativity;entertainment;music;technology,Yes,https://www.ted.com/talks/beardyman_the_polyphonic_me
1264,The line between life and not-life,71,17,193,53,517,1658,73,135,12,327,174,10,24,14,38,724635,2176,877,2758,3.1448118586100002,AI;biology;chemistry;ecology;evolution;human origins;innovation;life;molecular biology;nanoscale;science,Yes,https://www.ted.com/talks/martin_hanczyc_the_line_between_life_and_not_life
1192,Fighting viruses  defending the net,42,283,160,70,581,3224,463,323,22,930,217,13,9,82,29,1665453,2287,1054,2529,2.39943074004,Internet;TEDx;computers;crime;global issues;technology;virus,Yes,https://www.ted.com/talks/mikko_hypponen_fighting_viruses_defending_the_net
43,Design is in the details,33,31,130,56,98,943,54,276,11,199,9,19,1,12,14,765324,3854,850,2473,2.9094117647099997,business;design;industrial design;product design,Yes,https://www.ted.com/talks/paul_bennett_finds_design_in_the_details
677,Expanding your circle of compassion,60,18,6,26,27,419,35,149,20,24,8,12,9,14,11,306423,3279,1087,3323,3.05703771849,charter for compassion;compassion;global issues;love;religion;self,Yes,https://www.ted.com/talks/robert_thurman_on_compassion
167,10 ways the world could end,20,244,70,69,356,1923,158,121,61,460,97,22,14,79,152,1717869,3681,1782,4669,2.62008978676,asteroid;climate change;future;global issues;humanity;science;solar system;space;technology,Yes,https://www.ted.com/talks/stephen_petranek_counts_down_to_armageddon
1720,The key to growth? Race with the machines,10,10,29,62,112,921,165,195,6,212,19,8,6,38,49,1206012,1643,716,1582,2.2094972067,business;economics;technology;work,Yes,https://www.ted.com/talks/erik_brynjolfsson_the_key_to_growth_race_em_with_em_the_machines
2172,Brain-to-brain communication has arrived. How we did it,127,16,190,32,486,1983,21,480,54,252,243,9,8,48,17,1308538,1000,1137,2862,2.51715039578,brain;communication;neuroscience,Yes,https://www.ted.com/talks/miguel_nicolelis_brain_to_brain_communication_has_arrived_how_we_did_it
2078,A park underneath the hustle and bustle of New York City,134,13,170,78,134,882,38,180,2,52,15,5,2,43,16,865976,1138,377,1128,2.99204244032,New York;architecture;cities,Yes,https://www.ted.com/talks/dan_barasch_a_park_underneath_the_hustle_and_bustle_of_new_york_city
388,A flight through the ocean,45,11,78,64,98,647,17,53,41,66,24,85,14,17,34,376104,3276,731,1889,2.58413132695,business;design;exploration;invention;oceans;technology,Yes,https://www.ted.com/talks/graham_hawkes_flies_through_the_ocean
2440,Meet the dazzling flying machines of the future,281,27,321,98,678,2657,25,321,16,469,370,8,8,26,9,2620593,611,695,1029,1.4805755395700002,beauty;creativity;demo;design;drones;flight;future;invention;technology,Yes,https://www.ted.com/talks/raffaello_d_andrea_meet_the_dazzling_flying_machines_of_the_future
1622,Forget multitasking  try monotasking,44,459,104,331,62,2194,196,289,25,107,11,45,62,62,397,2338720,1787,172,257,1.4941860465099999,culture;design;humor;product design;technology,Yes,https://www.ted.com/talks/paolo_cardini_forget_multitasking_try_monotasking
1532,(Re)touching lives through photos,275,3,27,16,90,832,12,297,2,19,18,6,2,63,2,770471,1907,589,1469,2.4940577249599998,Asia;culture;disaster relief;memory;photography;storytelling,Yes,https://www.ted.com/talks/becci_manson_re_touching_lives_through_photos
2691,The racial politics of time,38,4,29,12,65,808,94,147,15,172,16,39,13,119,45,701091,243,749,1789,2.38851802403,Criminal Justice;United States;culture;history;humanity;identity;inequality;race;social change;society;time,Yes,https://www.ted.com/talks/brittney_cooper_the_racial_politics_of_time
2339,Climate change is happening. Here's how we adapt,33,6,20,51,29,801,138,69,20,292,19,20,16,44,44,1163536,748,863,2207,2.5573580533,big problems;climate change;economics;energy;future;global issues;green;infrastructure;policy;pollution;science;social change;sustainability,Yes,https://www.ted.com/talks/alice_bows_larkin_we_re_too_late_to_prevent_climate_change_here_s_how_we_adapt
2516,An entertainment icon on living a life of meaning,110,59,7,23,56,483,6,128,8,29,13,0,8,34,2,1032337,507,1186,2648,2.23271500843,activism;communication;creativity;entertainment;family;film;identity;interview;life;motivation;personal growth;social change;television,Yes,https://www.ted.com/talks/norman_lear_an_entertainment_icon_on_living_a_life_of_meaning
1888,How to build with clay ... and community,194,20,175,30,137,1346,49,526,7,48,38,3,3,115,1,905382,1412,731,1446,1.9781121751,Africa;architecture;sustainability,Yes,https://www.ted.com/talks/diebedo_francis_kere_how_to_build_with_clay_and_community
1611,A bath without water,49,257,342,47,139,1644,44,469,4,95,78,9,3,85,23,1600616,1783,313,830,2.6517571885,Africa;business;entrepreneur;global development;innovation;invention;water,Yes,https://www.ted.com/talks/ludwick_marishane_a_bath_without_water
2251,Magical houses  made of bamboo,1157,21,539,72,485,3996,52,1068,6,297,221,16,7,43,12,3382910,894,617,1383,2.2414910859,architecture;design;sustainability,Yes,https://www.ted.com/talks/elora_hardy_magical_houses_made_of_bamboo
1108,The genius puppetry behind War Horse,370,77,417,53,337,1997,21,215,29,75,342,17,12,19,13,1538580,2398,1091,1955,1.7919340055000001,animals;design;entertainment;performance;theater,Yes,https://www.ted.com/talks/handpring_puppet_co_the_genius_puppetry_behind_war_horse
1800,The voices in my head,363,27,119,55,747,5272,175,1424,31,592,200,7,13,1491,28,4089959,1536,857,2400,2.80046674446,health;health care;mental health,Yes,https://www.ted.com/talks/eleanor_longden_the_voices_in_my_head
476,Conserving the canopy,93,9,59,41,104,934,97,299,11,94,33,12,2,64,16,403122,3155,990,2604,2.6303030303,activism;animals;biodiversity;biology;children;ecology;environment;insects;plants;trees,Yes,https://www.ted.com/talks/nalini_nadkani_on_conserving_the_canopy
1727,My radical plan for small nuclear fission reactors,43,18,463,42,292,2063,153,246,23,205,334,53,28,70,93,1566154,1636,773,2131,2.75679172057,alternative energy;chemistry;electricity;energy;engineering;future;innovation;invention;nuclear energy;physics;science;space;sustainability;technology;youth,Yes,https://www.ted.com/talks/taylor_wilson_my_radical_plan_for_small_nuclear_fission_reactors
2175,My mother’s strange definition of empowerment,69,121,8,11,35,1864,168,344,16,333,103,8,2,640,6,1087896,997,1120,2832,2.52857142857,Africa;TEDx;culture;global issues;women,Yes,https://www.ted.com/talks/khadija_gbla_my_mother_s_strange_definition_of_empowerment
480,3 ways good design makes you happy,136,309,77,72,192,1429,81,279,13,196,21,4,11,10,28,1261867,3149,761,2243,2.94743758213,creativity;design;happiness,Yes,https://www.ted.com/talks/don_norman_on_design_and_emotion
74,The route to a sustainable future,100,12,97,59,160,1680,175,519,31,318,72,14,15,78,30,1405829,3854,1054,3323,3.15275142315,alternative energy;business;cities;collaboration;culture;design;environment;global issues;invention;sustainability,Yes,https://www.ted.com/talks/alex_steffen_sees_a_sustainable_future
2342,You can grow new brain cells. Here's how,188,91,176,144,1549,5795,418,662,27,2282,136,9,45,49,19,4677360,745,664,1494,2.25,aging;biology;brain;health;medical research;memory;mental health;mind;neuroscience;science,Yes,https://www.ted.com/talks/sandrine_thuret_you_can_grow_new_brain_cells_here_s_how
2169,The beauty and diversity of Muslim life,247,59,30,79,94,1472,37,382,16,154,11,33,39,207,84,1360600,996,278,766,2.75539568345,TED Fellows;creativity;film;writing,Yes,https://www.ted.com/talks/bassam_tariq_the_beauty_and_diversity_of_muslim_life
268,A hospital tour in Nigeria,6,5,19,27,24,353,30,70,13,66,7,14,16,37,19,231212,3435,863,2151,2.4924681344099997,activism;design;health;health care;invention;public health;technology,Yes,https://www.ted.com/talks/dr_seyi_oyesola_tours_a_hospital_in_nigeria
1808,In the key of genius,260,6,44,11,250,1356,10,297,10,19,376,2,4,66,1,1477681,1535,1178,1902,1.61460101868,Autism spectrum disorder;TEDx;disability;live music;music,No,https://www.ted.com/talks/derek_paravicini_and_adam_ockelford_in_the_key_of_genius
270,"The ""bottom billion""",22,10,67,58,118,1717,445,332,36,412,34,17,18,117,31,1002099,3434,1011,2141,2.11770524233,Africa;activism;business;economics;global development;global issues;inequality;politics;poverty,Yes,https://www.ted.com/talks/paul_collier_shares_4_ways_to_help_the_bottom_billion
2258,My daughter  my wife  our robot  and the quest for immortality,99,4,35,10,247,1019,5,246,15,67,152,10,16,99,14,1319603,888,1264,3143,2.48655063291,Gender spectrum;Transgender;biotech;creativity;identity;love;medicine;robots;technology,Yes,https://www.ted.com/talks/martine_rothblatt_my_daughter_my_wife_our_robot_and_the_quest_for_immortality
1196,Time to end the war in Afghanistan,11,4,38,20,113,1549,521,181,14,316,50,14,9,210,48,660936,2281,1202,2959,2.46173044925,Foreign Policy;Middle East;global issues;military;peace;war,Yes,https://www.ted.com/talks/rory_stewart_time_to_end_the_war_in_afghanistan
2346,The future of flying robots,147,43,151,67,245,1253,16,244,4,268,46,4,3,7,8,1368451,740,789,1911,2.42205323194,TEDx;agriculture;bees;biomimicry;computers;demo;design;drones;engineering;farming;flight;garden;innovation;insects;machine learning;plants;robots;science;technology,Yes,https://www.ted.com/talks/vijay_kumar_the_future_of_flying_robots
1111,Hands-on science with squishy circuits,36,78,379,62,138,1270,38,237,3,213,51,11,6,2,16,860080,2394,248,659,2.65725806452,education;science;technology;toy,Yes,https://www.ted.com/talks/annmarie_thomas_squishy_circuits
2349,Why medicine often has dangerous side effects for women,34,10,42,47,182,1580,237,152,38,682,54,9,7,66,20,1422627,739,929,1888,2.0322927879400003,TEDx;disease;health;health care;heart health;medical research;medicine;women,Yes,https://www.ted.com/talks/alyson_mcgregor_why_medicine_often_has_dangerous_side_effects_for_women
1626,Could tissue engineering mean personalized medicine?,16,6,85,40,129,597,34,53,11,137,30,16,13,7,20,1066271,1781,379,1049,2.76781002639,TED Fellows;biology;biotech;cancer;disease;engineering;health;health care;illness;innovation;medical research;medicine;molecular biology;pharmaceuticals;physiology;science;synthetic biology;technology,Yes,https://www.ted.com/talks/nina_tandon_could_tissue_engineering_mean_personalized_medicine
1445,3 new ways to kill mosquitoes,15,127,369,20,228,1333,83,124,2,162,151,2,3,32,15,266942,1988,620,1445,2.33064516129,TEDx;global issues;health;insects;medicine,Yes,https://www.ted.com/talks/bart_knols_cheese_dogs_and_pills_to_end_malaria
179,My magic moves,414,311,229,533,563,3850,13,130,73,9,1154,110,70,41,200,1727145,3672,212,0,0.0,culture;dance;entertainment;performance,No,https://www.ted.com/talks/kenichi_ebina_s_magic_moves
828,The tradeoffs of building green,12,94,87,45,109,994,148,134,2,297,16,11,18,12,9,770153,2748,373,1062,2.8471849866000003,business;culture;electricity;green;technology,Yes,https://www.ted.com/talks/catherine_mohr_builds_green
2805,The refugee crisis is a test of our character,43,4,11,12,32,647,104,186,2,97,6,4,10,111,25,1141827,125,1118,2645,2.36583184258,TED Books;activism;big problems;children;collaboration;community;disaster relief;future;global issues;government;history;humanity;policy;refugees;security;social change;society,Yes,https://www.ted.com/talks/david_miliband_the_refugee_crisis_is_a_test_of_our_character
181,Life at 30 000 feet,46,230,55,72,367,2083,44,703,57,252,55,12,7,150,33,1616392,3667,1791,4881,2.7252931323299996,aircraft;business;entertainment;entrepreneur;global issues;interview;music;space;technology,Yes,https://www.ted.com/talks/richard_branson_s_life_at_30_000_feet
2523,How college loans exploit students for profit,7,10,51,37,61,1110,186,109,9,479,40,9,8,75,29,1122678,500,708,1499,2.1172316384200003,TEDx;big problems;choice;culture;economics;education;investment;society;work,Yes,https://www.ted.com/talks/sajay_samuel_how_college_loans_exploit_students_for_profit
2803,A celebration of natural hair,116,6,2,3,34,499,31,127,1,73,5,4,1,88,8,1139437,122,840,1837,2.1869047619,TEDx;beauty;fashion;identity;inequality;race;social change;society;women,Yes,https://www.ted.com/talks/cheyenne_cochrane_a_celebration_of_natural_hair
2433,Why we need gender-neutral bathrooms,280,48,16,77,26,1864,235,320,27,178,24,77,39,380,137,1553064,604,710,1488,2.09577464789,Gender spectrum;LGBT;TEDx;Transgender;design;future;gender;identity;social change;storytelling,Yes,https://www.ted.com/talks/ivan_coyote_why_we_need_gender_neutral_bathrooms
1547,Can democracy exist without trust?,7,11,63,34,125,984,267,95,17,196,36,3,18,86,26,643069,1896,844,2185,2.5888625592400003,Europe;big problems;culture;democracy;global issues;politics;protests,Yes,https://www.ted.com/talks/ivan_krastev_can_democracy_exist_without_trust
1114,The greatest TED Talk ever sold,33,939,465,91,279,3103,194,312,48,283,53,37,38,281,50,2058351,2391,1168,3438,2.94349315068,Brand;business;comedy;consumerism;film;humor;movies,Yes,https://www.ted.com/talks/morgan_spurlock_the_greatest_ted_talk_ever_sold
2352,The secret US prisons you've never heard of before,13,20,13,55,128,2028,107,177,21,574,217,40,6,620,37,2542612,734,895,2205,2.4636871508400002,Criminal Justice;TED Fellows;communication;crime;journalism;prison;privacy,Yes,https://www.ted.com/talks/will_potter_the_secret_us_prisons_you_ve_never_heard_of_before
2809,Don't feel sorry for refugees -- believe in them,66,3,7,2,42,582,66,164,0,67,24,0,0,141,0,1411429,121,853,2236,2.62133645955,children;global issues;humanity;identity;immigration;refugees;social change,Yes,https://www.ted.com/talks/luma_mufleh_don_t_feel_sorry_for_refugees_believe_in_them
2026,What's next in 3D printing,342,19,236,155,321,2314,126,479,25,423,47,26,21,65,29,2531238,1130,544,1125,2.06801470588,manufacturing;technology,Yes,https://www.ted.com/talks/avi_reichental_what_s_next_in_3d_printing
2813,Why journalists have an obligation to challenge power,6,1,2,0,28,394,30,112,0,48,10,0,0,157,0,406738,102,870,2066,2.37471264368,TED en Espaol;democracy;government;immigration;journalism;politics;social change;writing,Yes,https://www.ted.com/talks/jorge_ramos_why_journalists_have_an_obligation_to_challenge_power
1449,How to build your creative confidence,429,50,88,210,314,4383,374,2058,35,398,42,6,13,321,45,4442423,1985,706,1837,2.60198300283,creativity;design;fear;technology,Yes,https://www.ted.com/talks/david_kelley_how_to_build_your_creative_confidence
1892,A new vision for rebuilding Detroit,5,3,8,46,12,344,24,47,16,83,3,11,9,27,50,829217,1406,708,1956,2.76271186441,business;cities;culture;infrastructure,Yes,https://www.ted.com/talks/toni_griffin_a_new_vision_for_rebuilding_detroit
1811,Why I fell in love with monster prime numbers,124,527,118,50,505,2160,56,340,14,287,100,7,10,11,11,2022910,1510,1037,2690,2.59402121504,humor;math,Yes,https://www.ted.com/talks/adam_spencer_why_i_fell_in_love_with_monster_prime_numbers
2356,An Internet without screens might look like this,70,63,83,118,112,1207,47,272,45,245,16,17,26,4,89,1620398,731,503,1132,2.25049701789,TEDx;design;future;happiness;humanity;invention;technology,Yes,https://www.ted.com/talks/tom_uglow_an_internet_without_screens_might_look_like_this
2088,The magic of the Amazon: A river that flows invisibly all around us,57,1,12,13,176,700,67,115,23,165,40,3,8,14,6,993219,1129,1295,3128,2.4154440154400003,TEDx;climate change;nature;rivers;trees,Yes,https://www.ted.com/talks/antonio_donato_nobre_the_magic_of_the_amazon_a_river_that_flows_invisibly_all_around_us
2093,The state of the climate — and what we might do about it,51,5,17,34,29,870,205,200,49,230,11,3,1,27,8,776667,1126,993,2342,2.35850956697,Anthropocene;business;climate change;economics;global issues,Yes,https://www.ted.com/talks/lord_nicholas_stern_the_state_of_the_climate_and_what_we_might_do_about_it
1199,Ending hunger now,47,9,43,42,57,1553,307,486,40,258,82,8,9,131,34,816937,2278,1150,2865,2.49130434783,culture;economics;food;global issues;peace;politics;war,Yes,https://www.ted.com/talks/josette_sheeran_ending_hunger_now
1271,Fly with the Jetman,85,22,154,31,286,1500,4,234,11,51,342,7,3,269,1,7918280,2168,888,1600,1.8018018018000002,adventure;design;flight;technology,Yes,https://www.ted.com/talks/yves_rossy_fly_with_the_jetman
2597,How we talk about sexual assault online,175,2,16,14,39,1142,95,293,7,101,32,1,1,359,7,1033868,377,849,2626,3.09305064782,Internet;activism;communication;community;journalism;sexual violence;social change;social media;violence,Yes,https://www.ted.com/talks/ione_wells_how_we_talk_about_sexual_assault_online
1013,Women  wartime and the dream of peace,175,4,18,18,60,1383,180,462,18,76,61,17,5,270,19,507777,2525,1066,2235,2.09662288931,drones;global issues;iraq;war;women,Yes,https://www.ted.com/talks/zainab_salbi
1815,How to make stress your friend,705,444,522,353,3967,20095,2029,4744,72,5331,656,59,68,913,232,14801633,1509,868,1995,2.29838709677,body language;health;psychology,Yes,https://www.ted.com/talks/kelly_mcgonigal_how_to_make_stress_your_friend
2603,Art can heal PTSD's invisible wounds,155,6,43,7,114,826,46,186,2,176,24,1,1,60,5,836178,375,588,1304,2.2176870748299997,PTSD;TEDMED;art;creativity;depression;humanity;illness;mental health;mind;pain;violence;visualizations;war,Yes,https://www.ted.com/talks/melissa_walker_art_can_heal_ptsd_s_invisible_wounds
1524,The art of creating awe,132,384,255,57,436,1787,19,113,12,223,113,12,7,12,12,1957638,1892,987,2949,2.9878419452900005,art;creativity;culture;entertainment;film;history;movies,Yes,https://www.ted.com/talks/rob_legato_the_art_of_creating_awe
2364,Social services are broken. How we can fix them,30,8,38,11,30,827,132,291,16,185,14,1,14,45,12,687318,727,1015,2994,2.94975369458,big problems;community;social change,Yes,https://www.ted.com/talks/hilary_cottam_social_services_are_broken_how_we_can_fix_them
2437,How yarn bombing grew into a worldwide movement,165,47,43,78,43,610,19,129,2,19,9,4,5,28,19,1267315,600,330,977,2.96060606061,TEDYouth;beauty;community;creativity;entertainment;materials;public spaces;street art,Yes,https://www.ted.com/talks/magda_sayeg_how_yarn_bombing_grew_into_a_worldwide_movement
1630,How to separate fact and fiction online,6,29,111,60,208,1237,117,78,15,529,36,11,3,14,20,1236614,1776,809,2752,3.40173053152,Internet;culture;journalism;online video,Yes,https://www.ted.com/talks/markham_nolan_how_to_separate_fact_and_fiction_online
2817,Your brain hallucinates your conscious reality,59,11,86,2,341,1107,49,158,1,263,106,0,1,21,9,2997889,96,1021,2795,2.7375122429000003,brain;cognitive science;humanity;mind;neuroscience;science,Yes,https://www.ted.com/talks/anil_seth_how_your_brain_hallucinates_your_conscious_reality
1202,Wireless data from every light bulb,85,8,1235,104,722,4050,154,539,63,455,482,19,25,40,119,2508154,2273,771,1849,2.3981841763900005,Internet;cities;invention;technology,Yes,https://www.ted.com/talks/harald_haas_wireless_data_from_every_light_bulb
1452,Cheap  effective shelter for disaster relief,12,11,259,26,59,897,80,211,2,73,33,7,4,101,19,272849,1982,470,1281,2.7255319148900004,TEDx;design;disaster relief;global issues;natural disaster,Yes,https://www.ted.com/talks/michael_mcdaniel_cheap_effective_shelter_for_disaster_relief
189,How electroshock therapy changed me,308,95,37,45,468,4517,129,1293,54,460,122,29,16,1421,40,1542861,3646,1338,3361,2.51195814649,brain;depression;health care;illness;medicine;mental health;science;suicide;technology,Yes,https://www.ted.com/talks/sherwin_nuland_on_electroshock_therapy
488,My obsession with objects and the stories they tell,97,602,181,68,458,2155,33,381,50,85,110,24,19,28,19,1704005,3141,938,3087,3.2910447761199997,animals;art;birds;creativity;entertainment;exploration;film;technology,Yes,https://www.ted.com/talks/adam_savage_s_obsessions
1896,Never  ever give up,225,206,16,70,373,4535,218,1951,50,46,378,22,10,951,19,4577704,1399,935,2162,2.31229946524,aging;culture;extreme sports;goal-setting,Yes,https://www.ted.com/talks/diana_nyad_never_ever_give_up
191,The habits of happiness,1627,404,106,269,1172,9672,624,3794,246,870,139,29,109,194,89,7341749,3644,1254,2884,2.29984051037,Buddhism;God;brain;culture;evolutionary psychology;faith;global issues;happiness;peace;photography;psychology;religion,Yes,https://www.ted.com/talks/matthieu_ricard_on_the_habits_of_happiness
1629,A Saudi  an Indian and an Iranian walk into a Qatari bar ...,149,2478,93,135,105,3704,60,213,24,212,40,23,7,137,28,8335357,1775,431,1154,2.6774941995400003,Middle East;TEDx;comedy;culture;entertainment;humor;performance,Yes,https://www.ted.com/talks/maz_jobrani_a_saudi_an_indian_and_an_iranian_walk_into_a_qatari_bar
2443,Uber's plan to get more people into fewer cars,14,29,100,66,161,1167,106,190,14,330,21,41,11,31,53,1601275,597,1158,3071,2.65198618307,Brand;Internet;business;cars;china;cities;driverless cars;economics;entrepreneur;environment;future;green;india;innovation;invention;investment;mobility;pollution;potential;society;software;sustainability;technology;transportation;web,Yes,https://www.ted.com/talks/travis_kalanick_uber_s_plan_to_get_more_people_into_fewer_cars
1118,The history of our world in 18 minutes,533,48,347,231,2319,7820,471,1248,78,1739,457,48,70,82,149,7562617,2386,1060,2431,2.29339622642,Internet;big bang;cosmos;history;humanity;universe;visualizations,Yes,https://www.ted.com/talks/david_christian_big_history
2607,Inside the mind of a former radical jihadist,140,9,11,22,140,1469,83,257,21,273,35,5,9,443,21,1832724,367,1042,1797,1.7245681382,Islam;Middle East;TEDx;activism;community;death;humanity;identity;religion;society;terrorism;violence;war,Yes,https://www.ted.com/talks/manwar_ali_inside_the_mind_of_a_former_radical_jihadist
1818,How technology allowed me to read,126,67,12,19,88,771,23,288,7,44,18,0,0,79,0,684966,1502,944,2001,2.1197033898299997,Blindness;TEDx;books;choice;design;disability;sight;technology,Yes,https://www.ted.com/talks/ron_mccallum_how_technology_allowed_me_to_read
2535,I survived a terrorist attack. Here's what I learned,397,5,14,47,109,1961,117,612,11,47,89,4,3,495,11,820644,489,637,991,1.5557299843,TEDx;activism;community;compassion;death;global issues;humanity;identity;life;social change;society;terrorism;violence,Yes,https://www.ted.com/talks/gill_hicks_i_survived_a_terrorist_attack_here_s_what_i_learned
490,How to grow fresh air,199,24,376,159,564,4302,450,634,11,1615,159,3,11,45,52,3117490,3139,244,565,2.3155737704900003,architecture;cities;environment;garden;plants;science;technology,Yes,https://www.ted.com/talks/kamal_meattle_on_how_to_grow_your_own_fresh_air
2701,Rollercoaster,150,12,2,19,21,290,2,38,0,1,26,3,3,13,0,827067,233,299,297,0.993311036789,guitar;live music;music;performance;singer,No,https://www.ted.com/talks/sara_ramirez_and_michael_pemberton_rollercoaster
492,High-altitude wind energy from kites!,22,15,345,36,177,1293,129,234,5,185,71,5,5,40,24,633412,3136,325,904,2.7815384615400003,alternative energy;energy;engineering;environment;future;wind energy,Yes,https://www.ted.com/talks/saul_griffith_on_kites_as_the_future_of_renewable_energy
252,Your genes are not your fate,13,65,40,81,225,1602,248,258,2,572,44,1,11,20,22,1395725,3416,192,541,2.81770833333,aging;genetics;health;health care;medicine;science,Yes,https://www.ted.com/talks/dean_ornish_says_your_genes_are_not_your_fate
187,Laws that choke creativity,92,255,344,90,593,6439,2165,1076,76,1016,157,41,35,423,76,1902397,3639,1136,2288,2.01408450704,business;creativity;entertainment;law;technology,Yes,https://www.ted.com/talks/larry_lessig_says_the_law_is_strangling_creativity
2526,How to fix a broken education system ... without any more money,56,8,141,59,138,1459,87,483,26,274,21,5,15,129,17,1258520,487,868,2357,2.71543778802,children;communication;community;education;global development;global issues;india;policy;potential,Yes,https://www.ted.com/talks/seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money
2609,What a driverless world could look like,111,64,278,63,462,2116,126,455,11,371,73,18,2,44,38,2943139,363,691,1559,2.25615050651,biology;cars;cities;collaboration;communication;design;driverless cars;infrastructure;nature;product design;technology;transportation;urban planning,Yes,https://www.ted.com/talks/wanis_kabbaj_what_a_driverless_world_could_look_like
1902,How to build an information time machine,23,2,99,50,101,556,16,58,19,101,25,1,11,18,32,1190181,1382,620,1598,2.5774193548400004,TEDx;books;computers;history;library;map;technology,Yes,https://www.ted.com/talks/frederic_kaplan_how_i_built_an_information_time_machine
193,Using biology to rethink the energy challenge,11,30,186,69,282,2832,1009,247,71,552,63,37,81,79,115,913234,3630,1090,2867,2.63027522936,TED Brain Trust;biodiversity;biotech;business;energy;science;technology,Yes,https://www.ted.com/talks/juan_enriquez_wants_to_grow_energy
2390,The secrets I find on the mysterious ocean floor,139,7,9,45,84,533,4,41,9,164,8,1,14,5,3,1496565,592,681,2155,3.1644640234900003,TEDx;adventure;ancient world;animals;beauty;biodiversity;biology;chemistry;climate change;ecology;environment;exploration;future;history;life;nature;oceans;science;water,Yes,https://www.ted.com/talks/laura_robinson_the_secrets_i_find_on_the_mysterious_ocean_floor
2705,How I'm fighting bias in algorithms,16,4,34,33,64,663,81,91,13,199,27,23,0,56,22,886186,227,524,1166,2.22519083969,AI;TEDx;activism;algorithm;code;data;identity;inequality;innovation;product design;programming;race;software;technology,Yes,https://www.ted.com/talks/joy_buolamwini_how_i_m_fighting_bias_in_algorithms
